-0.0623, -0.0528, -0.0292, 0.4286, 0.1071, -0.0476, -0.0759, -0.0361, -0.0476, 0.6999, -0.0204, 0.5654, -0.0476, 0.5654, -0.0292, -0.0759, -0.0847, 1, -0.0361, -0.0204, -0.0421, -0.0292, -0.0204, 0.1548, -0.0204, -0.0476, -0.0361, NaN, -0.0361, 0.3869, -0.0421, -0.0361, NaN, -0.0204, -0.0292, -0.0361, NaN, -0.0361, -0.0292, NaN
-0.1103, 0.1659, -0.0516, -0.0842, 0.014, -0.0842, -0.1342, -0.0638, -0.0842, -0.0516, -0.0361, -0.0638, -0.0842, -0.0638, -0.0516, 0.0691, -0.1498, -0.0361, 1, -0.0361, -0.0745, 0.3782, -0.0361, 0.1048, -0.0361, -0.0842, -0.0638, NaN, -0.0638, -0.0933, -0.0745, -0.0638, NaN, -0.0361, -0.0516, 0.2908, NaN, -0.0638, -0.0516, NaN
-0.0623, -0.0528, -0.0292, -0.0476, 0.1071, -0.0476, -0.0759, -0.0361, -0.0476, -0.0292, -0.0204, -0.0361, -0.0476, -0.0361, -0.0292, -0.0759, 0.241, -0.0204, -0.0361, 1, -0.0421, -0.0292, -0.0204, -0.1319, -0.0204, -0.0476, -0.0361, NaN, -0.0361, -0.0528, -0.0421, -0.0361, NaN, -0.0204, -0.0292, -0.0361, NaN, -0.0361, -0.0292, NaN
-0.1287, 0.118, -0.0602, -0.0983, -0.086, -0.0983, -0.1566, 0.5463, 0.1474, -0.0602, -0.0421, 0.2359, 0.3932, -0.0745, -0.0602, -0.1566, -0.1748, -0.0421, -0.0745, -0.0421, 1, -0.0602, 0.4845, 0.3195, -0.0421, -0.0983, -0.0745, NaN, -0.0745, -0.1089, -0.087, -0.0745, NaN, -0.0421, -0.0602, -0.0745, NaN, -0.0745, -0.0602, NaN
-0.0891, 0.2387, -0.0417, -0.068, 0.1531, 0.2722, -0.1084, -0.0516, -0.068, -0.0417, -0.0292, -0.0516, -0.068, -0.0516, -0.0417, 0.138, -0.121, -0.0292, 0.3782, -0.0292, -0.0602, 1, -0.0292, 0.0164, -0.0292, -0.068, -0.0516, NaN, -0.0516, -0.0754, -0.0602, -0.0516, NaN, -0.0292, -0.0417, 0.3782, NaN, -0.0516, -0.0417, NaN
-0.0623, -0.0528, -0.0292, -0.0476, 0.1071, -0.0476, -0.0759, 0.5654, -0.0476, -0.0292, -0.0204, 0.5654, -0.0476, -0.0361, -0.0292, -0.0759, -0.0847, -0.0204, -0.0361, -0.0204, 0.4845, -0.0292, 1, 0.1548, -0.0204, -0.0476, -0.0361, NaN, -0.0361, -0.0528, -0.0421, -0.0361, NaN, -0.0204, -0.0292, -0.0361, NaN, -0.0361, -0.0292, NaN
-0.0744, 0.1531, 0.0164, -0.0401, 0.1906, -0.1739, -0.1027, 0.1048, -0.1739, 0.2212, 0.1548, 0.2737, -0.0401, -0.0642, 0.2212, -0.2964, -0.0897, 0.1548, 0.1048, -0.1319, 0.3195, 0.0164, 0.1548, 1, -0.1319, -0.1739, -0.0642, NaN, 0.1048, 0.1531, -0.1242, -0.2332, NaN, 0.1548, -0.1884, -0.0642, NaN, -0.0642, 0.0164, NaN
0.3273, -0.0528, -0.0292, -0.0476, -0.1905, -0.0476, 0.269, -0.0361, -0.0476, -0.0292, -0.0204, -0.0361, -0.0476, 0.5654, -0.0292, -0.0759, -0.0847, -0.0204, -0.0361, -0.0204, -0.0421, -0.0292, -0.0204, -0.1319, 1, 0.4286, -0.0361, NaN, -0.0361, 0.3869, -0.0421, -0.0361, NaN, -0.0204, -0.0292, -0.0361, NaN, -0.0361, -0.0292, NaN
0.4001, -0.1231, -0.068, 0.1111, -0.0278, 0.3333, 0.4667, -0.0842, -0.1111, -0.068, -0.0476, -0.0842, -0.1111, 0.1965, -0.068, 0.3058, 0.1064, -0.0476, -0.0842, -0.0476, -0.0983, -0.068, -0.0476, -0.1739, 0.4286, 1, -0.0842, NaN, -0.0842, 0.0821, -0.0983, -0.0842, NaN, -0.0476, -0.068, -0.0842, NaN, 0.1965, -0.068, NaN
0.1195, -0.0933, -0.0516, 0.1965, 0.014, -0.0842, -0.1342, -0.0638, -0.0842, -0.0516, -0.0361, -0.0638, -0.0842, -0.0638, -0.0516, -0.1342, 0.0422, -0.0361, -0.0638, -0.0361, -0.0745, -0.0516, -0.0361, -0.0642, -0.0361, -0.0842, 1, NaN, -0.0638, -0.0933, -0.0745, -0.0638, NaN, -0.0361, -0.0516, -0.0638, NaN, -0.0638, -0.0516, NaN
NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.1103, -0.0933, 0.8079, -0.0842, 0.1895, -0.0842, 0.0691, -0.0638, 0.1965, -0.0516, -0.0361, -0.0638, -0.0842, -0.0638, -0.0516, -0.1342, -0.1498, -0.0361, -0.0638, -0.0361, -0.0745, -0.0516, -0.0361, 0.1048, -0.0361, -0.0842, -0.0638, NaN, 1, 0.1659, -0.0745, -0.0638, NaN, 0.5654, -0.0516, -0.0638, NaN, -0.0638, -0.0516, NaN
0.0067, -0.1364, -0.0754, 0.0821, 0.0205, -0.1231, -0.0475, -0.0933, -0.1231, 0.5528, -0.0528, 0.1659, -0.1231, 0.6842, -0.0754, -0.1961, 0.0617, 0.3869, -0.0933, -0.0528, -0.1089, -0.0754, -0.0528, 0.1531, 0.3869, 0.0821, -0.0933, NaN, 0.1659, 1, -0.1089, -0.0933, NaN, 0.3869, -0.0754, -0.0933, NaN, -0.0933, -0.0754, NaN
-0.1287, 0.118, -0.0602, -0.0983, -0.086, -0.0983, -0.1566, 0.2359, 0.1474, -0.0602, 0.4845, -0.0745, -0.0983, -0.0745, 0.316, -0.1566, 0.3294, -0.0421, -0.0745, -0.0421, -0.087, -0.0602, -0.0421, -0.1242, -0.0421, -0.0983, -0.0745, NaN, -0.0745, -0.1089, 1, 0.2359, NaN, -0.0421, -0.0602, -0.0745, NaN, -0.0745, -0.0602, NaN
-0.1103, -0.0933, -0.0516, -0.0842, 0.014, -0.0842, 0.0691, -0.0638, 0.1965, -0.0516, -0.0361, -0.0638, -0.0842, -0.0638, -0.0516, 0.0691, 0.0422, -0.0361, -0.0638, -0.0361, -0.0745, -0.0516, -0.0361, -0.2332, -0.0361, -0.0842, -0.0638, NaN, -0.0638, -0.0933, 0.2359, 1, NaN, -0.0361, -0.0516, -0.0638, NaN, -0.0638, 0.3782, NaN
NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.0623, -0.0528, -0.0292, -0.0476, 0.1071, -0.0476, -0.0759, -0.0361, -0.0476, -0.0292, -0.0204, -0.0361, -0.0476, -0.0361, -0.0292, -0.0759, -0.0847, -0.0204, -0.0361, -0.0204, -0.0421, -0.0292, -0.0204, 0.1548, -0.0204, -0.0476, -0.0361, NaN, 0.5654, 0.3869, -0.0421, -0.0361, NaN, 1, -0.0292, -0.0361, NaN, -0.0361, -0.0292, NaN
-0.0891, -0.0754, -0.0417, -0.068, -0.0595, -0.068, 0.138, -0.0516, 0.2722, -0.0417, -0.0292, -0.0516, 0.2722, -0.0516, -0.0417, 0.138, -0.121, -0.0292, -0.0516, -0.0292, -0.0602, -0.0417, -0.0292, -0.1884, -0.0292, -0.068, -0.0516, NaN, -0.0516, -0.0754, -0.0602, -0.0516, NaN, -0.0292, 1, 0.3782, NaN, 0.3782, -0.0417, NaN
-0.1103, 0.1659, -0.0516, -0.0842, -0.1614, -0.0842, 0.0691, -0.0638, -0.0842, -0.0516, -0.0361, -0.0638, -0.0842, -0.0638, -0.0516, -0.1342, -0.1498, -0.0361, 0.2908, -0.0361, -0.0745, 0.3782, -0.0361, -0.0642, -0.0361, -0.0842, -0.0638, NaN, -0.0638, -0.0933, -0.0745, -0.0638, NaN, -0.0361, 0.3782, 1, NaN, -0.0638, -0.0516, NaN
NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN
0.3492, -0.0933, -0.0516, -0.0842, 0.1895, -0.0842, 0.2724, -0.0638, 0.1965, -0.0516, -0.0361, -0.0638, 0.1965, -0.0638, -0.0516, 0.2724, 0.0422, -0.0361, -0.0638, -0.0361, -0.0745, -0.0516, -0.0361, -0.0642, -0.0361, 0.1965, -0.0638, NaN, -0.0638, -0.0933, -0.0745, -0.0638, NaN, -0.0361, 0.3782, -0.0638, NaN, 1, -0.0516, NaN
-0.0891, -0.0754, -0.0417, -0.068, -0.0595, -0.068, 0.138, -0.0516, -0.068, -0.0417, -0.0292, -0.0516, -0.068, -0.0516, -0.0417, -0.1084, 0.1117, -0.0292, -0.0516, -0.0292, -0.0602, -0.0417, -0.0292, 0.0164, -0.0292, -0.068, -0.0516, NaN, -0.0516, -0.0754, -0.0602, 0.3782, NaN, -0.0292, -0.0417, -0.0516, NaN, -0.0516, 1, NaN
NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1
